tokens,BIO
"['Этот', 'план', ',', 'предусматривающий', 'значительно', 'более', 'мягкие', 'условия', 'прекращения', 'членства', 'в', 'ЕС', ',', 'разочаровал', 'многих', 'поклонников', '""', 'жесткого', 'Brexit', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Джонсон', 'занимал', 'пост', 'главы', 'британского', 'МИДа', 'с', 'июля', '2016', 'года', '.']","['B-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"['Мэр', 'Парижа', 'Анн', 'Идальго', 'предложила', 'женщине', 'и', 'ее', 'близким', 'поселиться', 'в', 'столице', 'Франции', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Кроме', 'того', ',', 'он', 'добавил', ',', 'что', 'Великобритания', '""', 'определенно', 'движется', 'к', 'статусу', 'колонии', '""', 'ЕС', ',', 'поскольку', 'берет', 'на', 'себя', 'определенные', 'обязательства', ',', 'не', 'имея', 'при', 'этом', 'возможности', 'влиять', 'на', 'действия', 'Евросоюза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Биби', 'стала', 'первой', 'женщиной', ',', 'которой', 'в', 'Пакистане', 'вынесли', 'такой', 'приговор', 'за', 'богохульство', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Сроки', 'принятия', 'главных', 'решений', 'поджимают', ',', 'а', 'у', 'сторон', 'все', 'еще', 'нет', 'единой', 'позиции', 'по', 'последующих', 'шагам', 'и', 'условиям', 'выхода', 'Великобритании', 'из', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O']"
"['На', 'его', 'похороны', 'пришли', 'сто', 'тысяч', 'человек', ',', 'а', 'одна', 'из', 'мечетей', 'на', 'окраине', 'Исламабада', 'получила', 'его', 'имя', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"['Это', 'вторая', 'за', 'день', 'отставка', 'в', 'кабинете', 'министров', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['В', 'пятницу', 'продолжились', 'демонстрации', 'против', 'освобождения', 'христианки', ':', 'так', ',', 'около', '2', 'тыс', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Он', ',', 'в', 'частности', ',', 'считал', ',', 'что', 'Тереза', 'Мэй', 'идет', 'на', 'значительные', 'уступки', 'Брюсселю', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['В', 'Карачи', 'заблокированы', '14', 'основных', 'транспортных', 'магистралей', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Два', 'известных', 'политика', '-', 'губернатор', 'Пенджаба', 'Салман', 'Тасиир', 'и', 'министр', 'по', 'делам', 'меньшинств', 'Шахбаз', 'Бхатти', '-', 'были', 'убиты', 'в', '2011', 'г', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Он', 'предлагает', 'создание', 'зоны', 'свободной', 'торговли', 'и', 'составление', 'перечня', 'промышленных', 'товаров', 'и', 'сельскохозяйственной', 'продукции', ',', 'которые', 'не', 'попадут', 'под', 'будущие', 'ограничения', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['От', 'смерти', 'их', 'спасла', 'полиция', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Напомним', ',', 'что', 'причиной', 'отставки', 'Бориса', 'Джонсона', ',', 'а', 'до', 'него', 'и', 'главы', 'профильного', 'министерства', 'Дэвида', 'Дэвиса', ',', 'стало', 'именно', 'их', 'несогласие', 'с', 'позицией', 'главы', 'кабинета', 'министров', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Новый', 'глава', 'британского', 'МИД', 'похвалил', 'Джонсона', 'за', 'ответ', 'на', 'отравление', 'Скрипалей', 'Преемник', 'Бориса', 'Джонсона', 'на', 'посту', 'министра', 'иностранных', 'дел', 'Великобритании', 'поблагодарил', 'его', 'за', 'проделанную', 'работу', 'в', 'связи', 'с', 'инцидентом', 'в', 'Солсбери', ',', 'сообщает', 'Sky', 'News', '.']","['O', 'O', 'B-ORG', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PRO', 'I-PRO', 'O']"
"['В', 'Пакистане', ',', 'где', 'сильны', 'консервативные', 'политические', 'силы', ',', 'дело', 'Биби', 'вызвало', 'ожесточенные', 'споры', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['С', 'уходом', 'Бориса', 'Джонсона', 'в', 'британском', 'Форин', 'Офисе', 'мало', 'что', 'изменится', ',', 'особенно', 'касательно', 'России', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Об', 'этом', 'руководитель', 'правительства', 'Великобритании', 'уведомила', 'на', 'собственной', 'официальной', 'странице', 'в', 'соцсети', 'сегодня', ',', '9', 'июля', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Смертной', 'казнью', 'богохульство', 'и', 'вероотступничество', 'караются', 'в', '13', 'государствах', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Приводить', 'в', 'исполнение', 'приговор', 'не', 'спешили', ',', 'восемь', 'лет', 'Биби', 'находилась', 'в', 'тюрьме', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['Биби', 'все', 'обвинения', 'в', 'свой', 'адрес', 'отрицала', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Джонсон', 'и', 'Дэвис', 'были', 'привержены', '""', 'жесткому', 'Brexit', '""', '.']","['B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Джереми', 'Хант', 'заявил', ',', 'что', 'вклад', 'его', 'предшественника', 'Джонсона', 'в', 'построение', 'ответной', 'реакции', 'Великобритании', 'на', 'якобы', 'отравление', 'бывшего', 'полковника', 'ГРУ', 'Сергея', 'Скрипаля', 'и', 'его', 'дочери', 'была', 'чрезвычайно', 'важной', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Перед', 'своим', 'народом', 'отвечать', ',', 'это', 'не', 'в', 'НАТО', 'сказки', 'рассказывать', '""', ',', '-', 'отметила', 'Захарова', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['становится', 'уже', 'опасно', '""', ',', '–', 'написала', 'дипломат', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Напомним', ',', 'что', 'ранее', 'христианка', 'Асия', 'Биби', 'была', 'призвана', 'Верховным', 'Судом', 'невиновной', 'по', 'делу', 'о', 'богохульстве', 'и', 'освобождена', 'в', 'зале', 'суда', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Этим', 'событиям', 'предшествовало', 'заседание', 'правительства', 'в', 'Чекерсе', '(', 'официальной', 'загородной', 'резиденции', 'премьера', ')', ',', 'где', 'в', 'пятницу', 'был', 'согласован', 'план', '""', 'мягкого', 'Брекзита', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Однако', 'Джонсон', ',', 'как', 'и', 'многие', 'другие', 'члены', 'Консервативной', 'партии', ',', 'является', 'сторонником', 'более', 'жесткого', 'разрыва', 'с', 'ЕС', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['В', '2010', 'году', 'многодетная', 'мать', 'была', 'приговорена', 'в', 'провинции', 'Пенджаб', 'к', 'смертной', 'казни', 'через', 'повешение', 'за', 'оскорбление', 'пророка', 'Мухаммеда', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['17', ':', '57', 'Глава', 'МИД', 'Великобритании', 'Борис', 'Джонсон', 'подал', 'в', 'отставку', 'Министр', 'иностранных', 'дел', 'Британии', 'Борис', 'Джонсон', 'подал', 'в', 'отставку', ',', 'ее', 'уже', 'приняла', 'премьер-министр', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Курение', 'вредит', 'вашему', 'здоровью', '.']","['O', 'O', 'O', 'O', 'O']"
"['Как', 'уже', 'сообщали', 'ФАКТЫ', ',', 'его', 'предшественник', 'Дэвис', 'заявил', ',', 'что', 'отказывается', 'поддерживать', 'план', 'мягкого', 'Brexit', ',', 'предложенный', 'премьер-министром', '.']","['O', 'O', 'O', 'B-PRO', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O']"
"['Пост', 'министра', 'по', 'Brexit', 'освободился', 'после', 'того', ',', 'как', 'занимавший', 'его', 'Дэвид', 'Дэвис', 'подал', 'в', 'отставку', 'из-за', 'несогласия', 'с', 'политикой', 'Мэй', '.']","['O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Неожиданный', 'оправдательный', 'приговор', '.']","['O', 'O', 'O', 'O']"
"['Несколько', 'дней', 'спустя', 'о', '«', 'преступлении', '»', 'Асии', 'Биби', 'доложили', 'властям', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['Он', 'заявил', 'о', 'несогласии', 'со', 'стратегией', '«', 'мягкого', 'брексита', '»', ',', 'избранной', 'премьером', 'Терезой', 'Мэй', ',', 'сообщала', 'Русская', 'служба', '«', 'Би-би-си', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Мотивом', 'к', 'убийству', 'послужило', 'его', 'критическое', 'отношение', 'к', 'закону', 'о', 'богохульстве', 'и', 'предложение', 'помиловать', 'Азию', 'Биби', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Новое', 'правительство', 'Пакистана', 'Tehreek-e-Insaf', '(', 'PTI', ')', ',', 'похоже', ',', 'отступило', 'в', 'четверг', 'вечером', ',', 'отправив', 'переговорную', 'группу', 'из', 'пяти', 'членов', 'на', 'встречу', 'с', 'Хадимом', 'Хусейном', 'Ризви', ',', 'лидером', 'TLP', '.']","['O', 'O', 'B-LOC', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O']"
"['""', 'Начиная', 'со', 'следующей', 'недели', ',', 'мы', 'готовы', 'работать', 'в', 'формате', '""', '7/24', '""', ',', '-', 'добавил', 'Схинас', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Согласно', 'мнениям', 'п', 'o', 'литических', 'аналитиков', ',', 'так', 'o', 'й', 'пов', 'o', 'рот', 'с', 'o', 'бытий', 'может', 'п', 'o', 'ставить', 'в', 'затруднительное', 'положение', 'Терезу', 'Мэй', 'и', 'привести', 'к', 'началу', 'борьбы', 'внутри', 'правящей', 'Консервативной', 'партии', 'за', 'пост', 'лидера', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"['-', 'От', 'ред', '.']","['O', 'O', 'O', 'O']"
"['По', 'мнению', 'наблюдателей', ',', 'Мэй', ',', 'скорее', 'всего', ',', 'устоит', ',', 'но', 'следующим', 'этапом', 'станет', 'борьба', 'за', 'лидерство', 'в', 'лагере', 'консерваторов', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'утверждают', 'британские', 'СМИ', ',', 'Мэй', 'оказалась', 'на', 'волоске', 'от', 'отставки', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'сообщению', 'пакистанского', 'телеканала', 'Samaa', 'TV', ',', 'новый', 'председатель', 'Верховного', 'суда', 'рассмотрит', 'дело', 'о', 'невиновности', 'Асии', 'Биби', ',', 'обвинённой', 'в', 'богохульстве', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Премьер-министр', 'Имран', 'Хан', 'призвали', 'всех', 'к', 'миру', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"['Хант', 'добавил', ',', 'что', 'главной', 'своей', 'задачей', 'на', 'посту', 'считает', 'поддержку', 'премьер-министра', 'Терезы', 'Мэй', 'и', 'будет', 'поддерживать', 'ее', 'в', 'период', 'выхода', 'из', 'ЕС', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['В', 'Пакистане', 'оправдали', 'христианку', ',', 'приговорённую', 'к', 'казни', 'за', 'богохульстве', 'Суд', 'в', 'Пакистане', 'отменил', 'смертный', 'приговор', 'для', 'христианки', 'Асии', 'Биби', ',', 'осуждённой', 'за', 'богохульство', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
